n;date;relative_humidity_1;barometric_pressure_1;temperature_1;analog_output_12
1;2020-10-01T20:29:44.053Z;82;998,4;11,5;26,29
2;2020-10-01T20:39:43.803Z;82;998,4;11,4;26,32
3;2020-10-01T20:49:43.803Z;81,5;998,4;11,2;26,35
4;2020-10-01T20:59:43.793Z;82;998,5;11,1;26,36
5;2020-10-01T21:09:43.779Z;82;998,4;11,1;26,38
6;2020-10-01T21:19:43.769Z;82;998,5;11,1;26,39
7;2020-10-01T21:29:43.765Z;82;998,5;11,1;26,41
8;2020-10-01T21:39:43.763Z;82;998,6;11;26,41
9;2020-10-01T21:49:43.735Z;82;998,5;10,9;26,42
10;2020-10-01T21:59:43.748Z;82;998,4;10,9;26,43
11;2020-10-01T22:09:43.716Z;82;998,2;10,8;26,44
12;2020-10-01T22:19:43.704Z;82;998,1;10,8;26,45
13;2020-10-01T22:29:43.697Z;82;998;10,7;26,45
14;2020-10-01T22:39:43.689Z;82;998;10,6;26,46
15;2020-10-01T22:49:43.677Z;82;998;10,5;26,47
16;2020-10-01T22:59:43.663Z;82;997,9;10,4;26,48
17;2020-10-01T23:09:43.655Z;82;997,8;10,4;26,49
18;2020-10-01T23:19:43.647Z;82;997,7;10,2;26,49
19;2020-10-01T23:29:43.657Z;82;997,7;10,1;26,49
20;2020-10-01T23:39:43.630Z;82;997,7;10;26,5
21;2020-10-01T23:49:43.625Z;82;997,7;9,9;26,51
22;2020-10-01T23:59:43.617Z;82;997,7;9,7;26,52
23;2020-10-02T00:09:43.603Z;82;997,7;9,6;26,52
24;2020-10-02T00:19:43.591Z;82;997,7;9,5;26,53
25;2020-10-02T00:29:43.605Z;82;997,6;9,5;26,53
26;2020-10-02T00:39:43.622Z;82;997,5;9,4;26,54
27;2020-10-02T00:49:43.597Z;82;997,5;9,2;26,54
28;2020-10-02T00:59:43.564Z;82;997,4;9,1;26,55
29;2020-10-02T01:09:43.558Z;82;997,4;9,1;26,55
30;2020-10-02T01:19:43.549Z;82;997,3;9;26,56
31;2020-10-02T01:29:43.560Z;82,5;997,2;9,1;26,57
32;2020-10-02T01:39:43.529Z;82,5;997,1;9,2;26,57
33;2020-10-02T01:49:43.522Z;82,5;997;9,3;26,57
34;2020-10-02T01:59:43.511Z;82,5;997;9,3;26,57
35;2020-10-02T02:09:43.502Z;82,5;996,9;9,3;26,57
36;2020-10-02T02:19:43.645Z;82,5;996,8;9,3;26,57
37;2020-10-02T02:29:43.485Z;82,5;996,6;9,2;26,57
38;2020-10-02T02:39:43.477Z;82,5;996,5;9,2;26,57
39;2020-10-02T02:49:43.464Z;82,5;996,3;9,2;26,56
40;2020-10-02T02:59:43.461Z;82,5;996,3;9,2;26,57
41;2020-10-02T03:09:43.450Z;82,5;996,2;9,2;26,57
42;2020-10-02T03:19:43.442Z;82,5;996,2;9,1;26,57
43;2020-10-02T03:29:43.434Z;82,5;996,1;9,1;26,58
44;2020-10-02T03:39:43.422Z;82,5;996,2;9,1;26,58
45;2020-10-02T03:49:43.523Z;83;996,1;9,1;26,58
46;2020-10-02T03:59:43.455Z;83;996,1;9,1;26,58
47;2020-10-02T04:09:43.398Z;83;996,1;9,1;26,58
48;2020-10-02T04:19:43.387Z;83;996,1;9,1;26,58
49;2020-10-02T04:29:43.378Z;83;995,9;9;26,58
50;2020-10-02T04:39:43.372Z;83;996;9;26,59
51;2020-10-02T04:49:43.363Z;83;995,9;9;26,59
52;2020-10-02T04:59:43.352Z;83;995,9;9;26,58
53;2020-10-02T05:09:43.340Z;83;995,8;8,9;26,59
54;2020-10-02T05:19:43.337Z;83;995,8;8,8;26,59
55;2020-10-02T05:29:43.327Z;83;995,8;8,7;26,58
56;2020-10-02T05:39:43.316Z;83;995,7;8,6;26,6
57;2020-10-02T05:49:43.306Z;83;995,7;8,6;26,6
58;2020-10-02T05:59:43.297Z;83;995,7;8,5;26,6
59;2020-10-02T06:09:43.289Z;83;995,6;8,5;26,61
60;2020-10-02T06:19:43.278Z;83;995,6;8,4;26,61
61;2020-10-02T06:29:43.271Z;83;995,6;8,5;26,61
62;2020-10-02T06:39:43.261Z;83;995,6;8,6;26,62
63;2020-10-02T06:49:43.252Z;83;995,5;8,7;26,62
64;2020-10-02T06:59:43.245Z;83,5;995,4;8,9;26,62
65;2020-10-02T07:09:43.235Z;83,5;995,2;9,1;26,61
66;2020-10-02T07:19:43.223Z;83,5;995,1;9,3;26,61
67;2020-10-02T07:29:43.219Z;83,5;995,2;9,6;26,59
68;2020-10-02T07:39:43.210Z;83,5;995;9,8;26,58
69;2020-10-02T07:49:43.221Z;83,5;994,9;10,1;26,56
70;2020-10-02T07:59:43.190Z;84;994,9;10,4;26,55
71;2020-10-02T08:09:43.184Z;84;995;10,7;26,54
72;2020-10-02T08:19:43.175Z;84;994,9;10,9;26,53
73;2020-10-02T08:29:43.166Z;84;994,8;11,1;26,51
74;2020-10-02T08:39:43.157Z;84;994,7;11,5;26,51
75;2020-10-02T08:49:43.168Z;84;994,6;12,1;26,5
76;2020-10-02T08:59:43.140Z;83,5;994,6;12,5;26,46
77;2020-10-02T09:09:43.150Z;83,5;994,5;12,8;26,45
78;2020-10-02T09:19:43.122Z;83;994,5;13;26,42
79;2020-10-02T09:29:43.132Z;83;994,3;13,5;26,41
80;2020-10-02T09:39:43.105Z;82,5;994;13,6;26,39
81;2020-10-02T09:49:43.177Z;82,5;993,8;14;26,36
82;2020-10-02T09:59:43.089Z;82;993,7;14,9;26,33
83;2020-10-02T10:09:43.079Z;81,5;993,5;15,2;26,29
84;2020-10-02T10:19:43.072Z;81;993,6;15,2;26,25
85;2020-10-02T10:29:43.062Z;81;993,6;15,1;26,22
86;2020-10-02T10:39:43.056Z;80,5;993,5;14,9;26,19
87;2020-10-02T10:49:43.046Z;80;993,3;15,5;26,19
88;2020-10-02T10:59:43.038Z;78,5;993,1;15,8;26,19
89;2020-10-02T11:09:43.028Z;79;993;15,4;26,17
90;2020-10-02T11:19:43.021Z;79;993;16;26,18
91;2020-10-02T11:29:43.011Z;78;992,8;16,4;25,31
92;2020-10-02T11:39:43.004Z;77;992,7;16,4;26,15
93;2020-10-02T11:49:42.995Z;76,5;992,7;16,4;26,13
94;2020-10-02T11:59:42.988Z;77;992,6;16,7;26,13
95;2020-10-02T12:09:42.979Z;76,5;992,5;17,1;26,08
96;2020-10-02T12:19:42.984Z;74,5;992,4;16,9;26,05
97;2020-10-02T12:29:42.962Z;75;992,3;16,6;26,04
98;2020-10-02T12:39:42.953Z;76;992,2;16,6;26,07
99;2020-10-02T12:49:43.061Z;75;992,1;16,9;26,07
100;2020-10-02T12:59:42.956Z;75;992;17;26,06
101;2020-10-02T13:09:42.927Z;74,5;991,9;16,7;26,1
102;2020-10-02T13:19:42.940Z;75,5;991,9;16,6;26,1
103;2020-10-02T13:29:42.912Z;75;991,8;16,4;26,12
104;2020-10-02T13:39:42.923Z;75;991,7;16,4;26,13
105;2020-10-02T13:49:42.896Z;75,5;991,7;16,3;26,15
106;2020-10-02T13:59:42.889Z;75,5;991,7;16,3;26,16
107;2020-10-02T14:09:42.879Z;75,5;991,7;16,3;26,17
108;2020-10-02T14:19:42.870Z;75,5;991,5;16,3;26,18
109;2020-10-02T14:29:42.862Z;75,5;991,5;16,2;26,21
110;2020-10-02T14:39:42.853Z;75;991,4;16,2;26,2
111;2020-10-02T14:49:42.844Z;75,5;991,4;16,2;26,21
112;2020-10-02T14:59:42.838Z;75,5;991,4;16,2;26,22
113;2020-10-02T15:09:42.905Z;75,5;991,5;16,1;26,23
114;2020-10-02T15:19:42.819Z;75,5;991,6;16;26,23
115;2020-10-02T15:29:42.739Z;75,5;991,7;16;26,24
116;2020-10-02T15:39:42.730Z;76;991,7;15,9;26,24
117;2020-10-02T15:49:42.720Z;76;991,6;15,8;26,26
118;2020-10-02T15:59:42.713Z;76;991,6;15,8;26,25
119;2020-10-02T16:09:42.705Z;76;991,5;15,7;26,26
120;2020-10-02T16:19:42.697Z;76,5;991,6;15,7;26,27
121;2020-10-02T16:29:42.689Z;76,5;991,6;15,6;26,27
122;2020-10-02T16:39:42.679Z;76,5;991,7;15,5;26,28
123;2020-10-02T16:49:42.673Z;76,5;991,5;15,4;26,28
124;2020-10-02T16:59:42.662Z;76,5;991,4;15,3;26,29
125;2020-10-02T17:09:42.653Z;76,5;991,3;15,2;26,29
126;2020-10-02T17:19:42.643Z;76,5;991,4;15;26,3
127;2020-10-02T17:29:42.697Z;76,5;991,5;14,9;26,31
128;2020-10-02T17:39:42.627Z;76,5;991,5;14,8;26,32
129;2020-10-02T17:49:42.621Z;76,5;991,4;14,7;26,33
130;2020-10-02T17:59:42.614Z;76,5;991,2;14,7;26,33
131;2020-10-02T18:09:42.605Z;76,5;991,2;14,7;26,34
132;2020-10-02T18:19:42.594Z;76,5;991,3;14,7;26,34
133;2020-10-02T18:29:42.589Z;76,5;991,3;14,6;26,35
134;2020-10-02T18:39:42.579Z;77;991,4;14,6;26,36
135;2020-10-02T18:49:42.572Z;77;991,5;14,6;26,35
136;2020-10-02T18:59:42.619Z;77;991,4;14,6;26,35
137;2020-10-02T19:09:42.555Z;77;991,3;14,6;26,36
138;2020-10-02T19:19:42.546Z;77;991,3;14,6;26,36
139;2020-10-02T19:29:42.537Z;77,5;991,3;14,6;26,36
140;2020-10-02T19:39:42.530Z;77,5;991,2;14,6;26,36
141;2020-10-02T19:49:42.519Z;77,5;991,2;14,6;26,36
142;2020-10-02T19:59:42.511Z;77,5;991,2;14,6;26,35
143;2020-10-02T20:09:42.502Z;77,5;991,1;14,6;26,36
144;2020-10-02T20:19:57.559Z;78;968,5;14,6;26,35
145;2020-10-02T20:29:57.549Z;78;990,8;14,6;26,34
146;2020-10-02T20:39:57.539Z;78;990,6;14,6;26,35
147;2020-10-02T20:49:57.558Z;78;990,5;14,6;26,36
148;2020-10-02T20:59:57.568Z;78;990,2;14,5;26,36
149;2020-10-02T21:09:57.519Z;78;989,9;14,5;26,35
150;2020-10-02T21:19:57.506Z;78;989,8;14,4;26,36
151;2020-10-02T21:29:57.500Z;78;989,6;14,4;26,36
152;2020-10-02T21:39:57.491Z;78;989,7;14,4;26,37
153;2020-10-02T21:49:57.490Z;78;989,9;14,4;26,36
154;2020-10-02T21:59:57.501Z;78;990,2;14,4;26,37
155;2020-10-02T22:09:57.464Z;78,5;990,1;14,4;26,36
156;2020-10-02T22:19:57.456Z;78,5;990,1;14,4;26,37
157;2020-10-02T22:29:57.448Z;78,5;990,1;14,4;26,36
158;2020-10-02T22:39:57.440Z;78,5;989,9;14,4;26,37
159;2020-10-02T22:49:57.429Z;78,5;989,6;14,3;26,36
160;2020-10-02T22:59:57.422Z;78,5;989,3;14,3;26,36
161;2020-10-02T23:09:57.415Z;78,5;989,4;14,3;26,37
162;2020-10-02T23:19:57.406Z;78,5;989,5;14,3;26,37
163;2020-10-02T23:29:57.396Z;78,5;989,4;14,3;26,36
164;2020-10-02T23:39:57.409Z;79;989,2;14,3;26,37
165;2020-10-02T23:49:57.380Z;79;989,2;14,2;26,37
